Publisher Name,Publisher Registry Id,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,Time lag
Arab Reporters for Investigative Journalism,arij,3,0,0,5,0,0,5,0,0,0,0,0,Six months
Association of Commonwealth Universities,acu,0,11,1,0,11,1,0,11,0,0,0,0,Six months
Auschwitz Institute for the Prevention of Genocide and Mass Atrocities,aipr,1,0,1,1,1,0,1,0,0,0,0,0,Six months
BRAC University,bu,3,1,0,0,0,0,1,0,0,0,0,0,Six months
Bangladesh Primary Care Respiratory Society,bpcrs,2,0,0,2,0,0,2,0,0,0,0,0,Six months
Bees for Development Trust,beesfordevelopment,0,0,1,2,0,0,0,1,0,0,0,0,Six months
BoP Innovation Center,bopinc,3,0,0,1,0,0,1,0,0,0,0,0,Six months
Boston University,bu-carbx-admin,0,0,0,0,1,0,0,15,0,0,0,0,Six months
British Red Cross,gb-chc-220949,27,21,6,28,20,22,14,19,3,0,0,0,Six months
CHOICE for Youth and Sexuality,cfyas,0,0,0,0,0,0,1,0,0,0,0,0,Six months
COWI,cowi,0,3,2,9,1,7,14,0,2,0,0,0,Six months
Caribbean Development Bank (CDB),caribank,1,4,0,4,6,0,3,2,0,0,0,0,Six months
Caritas Denmark,caritas_denmark,1,0,0,0,0,0,2,0,0,0,0,0,Six months
"Center for Research, Evaluation Resources and Development (CRERD)",crerd_ng,0,0,0,0,0,0,2,0,0,0,0,0,Six months
Centre International de Développement et de Recherche,cidr,1,1,0,1,1,0,1,1,0,0,0,0,Six months
Centre for Economic Policy Research,cepr,9,10,13,5,4,32,22,1,0,0,0,0,Six months
Coalition for Epidemic Preparedness Innovations,cepi,8,10,8,6,5,4,2,0,0,0,0,0,Six months
Commune de Aplahoué - Bénin,aplahoue,0,1,0,0,0,0,0,1,0,0,0,0,Six months
Commune de Avrankou - Bénin,avrankou,0,0,0,0,0,0,0,1,0,0,0,0,Six months
Commune de Bopa - Bénin,bopa,0,1,0,0,0,0,0,2,0,0,0,0,Six months
Commune de Comè - Bénin,come,0,0,1,0,0,0,0,1,1,0,0,0,Six months
Commune de Ifangni - Bénin,ifangni,0,0,1,0,0,0,0,2,0,0,0,0,Six months
Commune de Klouékanmè - Bénin,klouekanme,0,0,1,0,0,0,0,2,1,0,0,0,Six months
Commune de Kpomassè - Bénin,kpomasse,0,0,2,0,0,0,0,3,1,0,0,0,Six months
Commune de Lalo - Bénin,lalo,0,1,0,1,0,0,0,2,0,0,0,0,Six months
Commune de Pobè - Bénin,pobe,0,1,1,1,0,0,0,4,0,0,0,0,Six months
Commune de Toviklin - Bénin,toviklin,0,1,2,1,0,0,0,4,0,0,0,0,Six months
Concern Worldwide,concern_worldwide,43,2,1,37,1,1,37,0,0,0,0,0,Six months
Concern Worldwide UK,concernuk,42,4,0,36,2,2,34,0,0,0,0,0,Six months
Concordis International,concordis,0,0,0,5,4,0,1,0,0,0,0,0,Six months
Cowater International Inc,cowater,14,5,3,15,5,6,6,6,0,0,0,0,Six months
DUF - The Danish Youth Council,duf,2,0,0,0,0,0,1,0,0,0,0,0,Six months
Danish Trade Union Development Agency (Ulandssekretariatet),loftf,0,1,0,4,0,0,3,0,1,0,0,0,Six months
Danmission,danmission,0,0,0,0,0,0,1,6,0,0,0,0,Six months
Democracy Reporting International gGmbH,dri,6,0,0,5,0,0,7,0,0,0,0,0,Six months
Dorcas Aid International,dai,0,2,0,1,0,0,1,0,0,0,0,0,Six months
ECDPM,ecdpm,3,0,0,1,0,0,70,0,0,0,0,0,Six months
EDUCATION DEVELOPMENT TRUST - RWANDA,edt_rwanda,0,0,0,0,0,0,0,2,0,0,0,0,Six months
ELEVATE Hong Kong Holdings Limited,elevatelimited,0,0,1,1,1,0,1,1,1,0,0,0,Six months
Ethiopiaid UK,ethiopiaiduk,0,8,6,6,7,1,0,2,3,0,0,0,Six months
Farm Africa,fa,4,0,0,0,1,1,0,0,1,0,0,0,Six months
Federation of Women Lawyers Kenya,fida,0,0,0,0,0,1,0,0,1,0,0,0,Six months
Food and Agriculture Organization of the United Nations (FAO),fao,4050,0,0,3667,0,0,2884,0,0,0,0,0,Six months
Food for the Hungry UK,fh,0,2,0,0,4,0,2,0,0,0,0,0,Six months
Fundación Fondo Mujeres del Sur,fms,0,0,0,0,0,0,0,0,4,0,0,0,Six months
Global Alliance for Livestock Veterinary Medicines,galvmed,0,0,0,24,0,0,11,0,0,0,0,0,Six months
Global Fund to End Modern Slavery,gfems,2,1,5,3,4,2,1,0,0,0,0,0,Six months
Grand Challenges Canada,hgc,0,12,2,10,6,8,8,2,2,0,0,0,Six months
Guttmacher Institute,guttmacher,7,3,1,3,1,1,4,0,0,0,0,0,Six months
Handicap International Federation,hi_fed,0,1,0,0,0,0,0,0,2,0,0,0,Six months
HiiL innovating Justice,hiil_mfa,0,0,0,0,0,0,0,0,2,0,0,0,Six months
Hivos,stichting_hivos,20,8,5,7,1,3,2,0,0,0,0,0,Six months
Humanitarian Quality Assurance Initiative,hqai,6,0,0,11,0,0,7,0,0,0,0,0,Six months
ICF Consulting Services Ltd,icf,5,2,2,4,5,1,5,3,1,0,0,0,Six months
"IDH, the Sustainable Trade Initiative",idh,0,0,0,0,0,5,1,0,0,0,0,0,Six months
IMC WORLDWIDE,imcw_admin,3,0,0,0,0,0,1,0,3,0,0,0,Six months
IMPACT Initiatives,impact_initiatives,2,0,0,1,0,0,0,0,1,0,0,0,Six months
IOD PARC,iodparc,0,4,0,1,2,0,1,0,0,0,0,0,Six months
Integrity Research and Consultancy Ltd,integrity,3,3,1,2,2,2,2,1,1,0,0,0,Six months
International Center for Transitional Justice,ictj,0,0,0,0,6,0,8,0,0,0,0,0,Six months
International Climate Initiative / BMU - IKI Secretariat,bmu_iki,3,1,2,0,4,3,2,0,0,0,0,0,Six months
International Committee of the Red Cross (ICRC),icrc,576,565,501,513,503,492,505,484,181,0,0,0,Six months
International Media Support,ims,1,0,1,0,0,1,1,0,0,0,0,0,Six months
International Potato Center,cip,2,2,0,2,1,0,1,0,1,0,0,0,Six months
International Primary Care Respiratory Group,ipcrg,2,0,0,1,0,0,1,0,0,0,0,0,Six months
Interpeace,interpeace,8,6,9,55,9,5,52,8,1,0,0,0,Six months
Iraq Foundation,iraq_foundation,0,0,4,0,0,0,0,1,1,0,0,0,Six months
Itad,itad,2,0,2,0,2,0,1,0,0,0,0,0,Six months
Kerk in Actie,kerk_in_actie,0,4,1,3,10,2,12,0,0,0,0,0,Six months
Legal Action Worldwide,law,0,0,0,0,1,2,2,0,0,0,0,0,Six months
London School of Economics and Political Science,lse,4,5,1,14,13,12,2,1,0,0,0,0,Six months
MSI Reproductive Choices,msi,25,12,9,16,11,10,4,5,3,0,0,0,Six months
MapAction,mapaction,1,3,2,1,3,1,1,1,1,0,0,0,Six months
Max Foundation,max-foundation,0,0,1,1,1,1,0,1,0,0,0,0,Six months
Mifumi UK,mifumi_uk,0,1,0,3,0,0,2,1,0,0,0,0,Six months
National Union of Women With Disabilities of Uganda,nuwodu,0,0,0,0,0,1,0,0,1,0,0,0,Six months
Netherlands Commission for Environmental Assessment,ncea,0,0,0,0,3,0,0,104,0,0,0,0,Six months
Niger Delta Stakeholders Initiative for Community Development and Empowerment,ndsicde,1,1,0,1,0,0,1,0,0,0,0,0,Six months
Nuffic,nuffic20171017,6,37,11,13,4,4,5,1,0,0,0,0,Six months
Orbis Ethiopia,orbis_ethiopia,2,0,0,2,1,0,1,0,0,0,0,0,Six months
Oxfam GB,oxfamgb,1560,505,0,1021,0,0,1172,0,0,0,0,0,Six months
Oxfam IBIS,ibis_denmark,0,0,2,0,0,2,0,0,1,0,0,0,Six months
Oxfam-Quebec,oqc,0,0,0,0,0,0,0,1,0,0,0,0,Six months
PATH,_path_,5,4,6,2,0,3,4,0,0,0,0,0,Six months
PUM Netherlands,pumnl,1,0,0,0,0,0,34,0,0,0,0,0,Six months
Pact,pact,2,9,0,0,1,3,2,7,0,0,0,0,Six months
Palladium Europe,palladium_eur,7,0,0,10,0,0,8,0,0,0,0,0,Six months
Pastoralist Girls Initiative,pgi_kenya,18,0,0,6,0,1,9,0,0,0,0,0,Six months
Pegasys Limited,pegasys-eu,10,24,2,5,25,2,1,20,0,0,0,0,Six months
People in Need,pin,0,0,0,0,0,0,1185,0,0,0,0,0,Six months
Protos,protos,2,4,1,1,1,1,2,0,0,0,0,0,Six months
Raleigh International,raleigh_int,4,1,0,4,1,1,1,0,0,0,0,0,Six months
Rocky Mountain Institute,rmi,0,0,0,2,0,0,0,0,1,0,0,0,Six months
Royal Tropical Institute,kit,0,0,0,22,0,0,27,0,0,0,0,0,Six months
"SDSN Association, Inc.",sdsna,7,0,0,1,2,0,1,0,2,0,0,0,Six months
SPARK,spark,1,2,0,0,0,1,0,1,0,0,0,0,Six months
Sabre Education Limited,sct,1,0,2,0,0,1,0,1,0,0,0,0,Six months
Saferworld,saferworld,1,0,0,2,4,2,0,2,0,0,0,0,Six months
Sana'a Center for Strategic Studies,scss,1,0,0,1,0,0,1,0,1,0,0,0,Six months
Save the Children DK,redbarnet,0,0,0,0,2,0,1,0,0,0,0,0,Six months
Send a Cow,sendacow,6,10,0,2,5,0,0,2,0,0,0,0,Six months
Sense International,sense_international,13,0,8,14,0,7,5,0,0,0,0,0,Six months
Shortlist Professionals Limited,shortlistogti,3,1,0,3,1,0,2,1,0,0,0,0,Six months
Siren Associates,siren,5,0,0,5,0,0,5,5,0,0,0,0,Six months
SouthSouthNorth,ssn,0,0,2,1,1,2,0,1,2,0,0,0,Six months
Stichting ActionAId,aanl,2,2,0,0,0,0,2,3,0,0,0,0,Six months
Stichting Wings For Aid Foundation,wfaf,0,0,0,0,0,0,0,1,0,0,0,0,Six months
Stichting fondsbeheer DGGF lokaal MKB,dggf_financing_local_smes,17,16,11,10,13,12,13,14,4,0,0,0,Six months
Survivors Fund (SURF),surf,0,1,0,2,0,0,0,2,0,0,0,0,Six months
Sustainable Development Institute,sdi,1,0,0,0,0,1,0,0,1,0,0,0,Six months
Syria Justice and Accountability Centre (SJAC),sjac,0,0,0,2,0,0,1,0,0,0,0,0,Six months
Tearfund,tearfund,6,0,0,5,0,0,5,0,0,0,0,0,Six months
TechnoServe,tns,1,0,0,2,0,0,2,0,0,0,0,0,Six months
The Centre for Economic Governance and Accountability in Africa  (CEGAA),cegaa,0,0,1,2,10,0,6,0,0,0,0,0,Six months
The Commonwealth Secretariat,commonwealthsecretariat,2915,684,468,625,716,1403,11,0,0,0,0,0,Six months
The Faraday Institution,thefaradayinstitution,0,0,0,0,0,0,0,1,0,0,0,0,Six months
The Freedom Fund (US),tffus,0,1,0,0,3,0,3,0,0,0,0,0,Six months
The Institute for Strategic Dialogue,isdglobal,0,0,0,0,0,0,1,0,0,0,0,0,Six months
The Leprosy Mission England and Wales,tlmew,4,1,1,3,1,1,3,1,0,0,0,0,Six months
The Leprosy Mission Nepal,tlmnepal,3,2,0,2,1,0,1,1,0,0,0,0,Six months
Transition International,ti_nl,0,0,1,1,0,0,1,0,0,0,0,0,Six months
Tropical Health and Education Trust,tropicalhealth,1,0,1,1,0,1,1,0,1,0,0,0,Six months
UK - Department of Health and Social Care (DHSC),dhsc,125,10,11,72,4,4,1,0,1,0,0,0,Six months
UK - Home Office,homeoffice,0,0,0,1,1,0,1,0,0,0,0,0,Six months
UNICEF Netherlands National Committee,unicefnl,0,2,3,6,0,2,3,0,0,0,0,0,Six months
United States,unitedstates,18562,11841,10755,14676,3126,1346,3874,33,0,0,0,0,Six months
University Putra Malaysia,upm,0,6,1,0,3,0,0,3,1,0,0,0,Six months
Varkey Foundation,varkeyfoundation,1,0,1,1,0,1,0,0,1,0,0,0,Six months
WWF-UK,wwf-uk,9,3,3,2,2,1,5,0,0,0,0,0,Six months
War Child UK,wcuk,30,0,0,47,0,0,1,0,0,0,0,0,Six months
Water & Land Resource Center - Addis Ababa University,wlrc_aau,0,0,0,10,0,0,1,0,0,0,0,0,Six months
Wayamo Foundation,wayamo,0,0,1,0,0,0,0,1,0,0,0,0,Six months
We World - GVC Onlus,ww-gvc,1,0,0,0,0,0,1,0,0,0,0,0,Six months
Women Engage for a Common Future,wecf,1,0,0,0,0,0,0,0,1,0,0,0,Six months
World Bank Trust Funds,wbtf,103,103,114,119,87,82,91,92,102,0,0,0,Six months
World Benchmarking Alliance Foundation,wba,1,1,0,2,2,1,1,0,0,0,0,0,Six months
World Jewish Relief,wjr_001,3,0,0,0,0,0,0,6,0,0,0,0,Six months
World University Service of Canada,wusc,7,0,0,7,0,0,14,0,0,0,0,0,Six months
World Vision Democratic Republic of Congo,wv_cd,1,0,1,1,2,0,5,0,0,0,0,0,Six months
World Vision Ethiopia,wv_et_activities,0,1,0,0,1,0,1,0,0,0,0,0,Six months
World Vision International,wvi,741,0,0,782,0,0,814,0,0,0,0,0,Six months
World Vision Netherlands,wvnld,22,7,4,6,2,0,5,1,0,0,0,0,Six months
World Wide Fund for Nature - Kenya,wwf-kenya,0,0,0,0,0,0,0,1,0,0,0,0,Six months
Young Innovations Pvt. Ltd,yipl,4,0,0,4,0,0,4,0,2,0,0,0,Six months
forum for women in democracy,fowode,0,1,0,0,0,1,0,0,1,0,0,0,Six months
kidasha,kidasha,2,1,0,2,2,0,1,0,0,0,0,0,Six months
living peace institute,lpi,0,0,0,0,0,0,0,3,0,0,0,0,Six months
marysmeals,marysmeals,4,0,0,4,0,0,4,0,0,0,0,0,Six months
the global steering group for impact investment,gsg,1,0,0,1,1,1,1,1,0,0,0,0,Six months
ACT Alliance,act_alliance,0,5,0,0,0,0,0,0,0,0,0,0,One year
ACTED,acted,0,0,0,1,0,0,0,0,0,0,0,0,One year
AVSI FOUNDATION IN UGANDA,avsi_uganda,1,0,0,1,0,0,0,0,0,0,0,0,One year
Able Child Africa,ablechildafrica,2,0,0,1,0,0,0,0,0,0,0,0,One year
Abt Associates Inc,abt,7,3,0,0,0,0,0,0,0,0,0,0,One year
ActionAid Bangladesh,aab,0,0,0,1,0,0,0,0,0,0,0,0,One year
ActionAid Rwanda,aar,2,1,1,4,4,0,0,0,0,0,0,0,One year
Adam Smith International,asi,9,0,21,0,0,0,0,0,0,0,0,0,One year
African Women's Development and Communication Network,femnet,2,0,0,3,0,0,0,0,0,0,0,0,One year
Alinea International Ltd.,alineainternational_2020,1,3,1,5,1,0,0,0,0,0,0,0,One year
Anti-Slavery International,asil,2,0,1,0,0,0,0,0,0,0,0,0,One year
Article19,art19,1,0,0,0,0,0,0,0,0,0,0,0,One year
"Association for Prevention of Septic Abortion, Bangladesh (BAPSA)",bapsa,1,0,0,0,1,0,0,0,0,0,0,0,One year
Atradius Dutch State Business,adsb,2,2,2,2,0,0,0,0,0,0,0,0,One year
Avanti Communications Plc,ava_admin,1,1,0,0,0,0,0,0,0,0,0,0,One year
BDO LLP,bdo,3,1,0,0,0,0,0,0,0,0,0,0,One year
BRAC UK,bracuk,3,0,2,0,0,0,0,0,0,0,0,0,One year
Balloon Ventures Foundation,bvf,1,0,0,1,1,0,0,0,0,0,0,0,One year
British & Irish Agencies Afghanistan Group,baag,0,3,0,0,0,0,0,0,0,0,0,0,One year
Broederlijk Delen,bd,0,0,2,0,0,0,0,0,0,0,0,0,One year
Build Africa,buildafrica,3,0,0,3,0,2,0,0,0,0,0,0,One year
CARE Danmark Fonden for Frivillig Ulandsbistand,12921047,0,0,0,0,1,0,0,0,0,0,0,0,One year
CDAC Network,cdacnetwork,0,1,1,0,0,0,0,0,0,0,0,0,One year
CIVICUS World Alliance for Citizen Participation,civicus,0,0,0,10,0,0,0,0,0,0,0,0,One year
CLASP,clasp,0,0,0,12,0,0,0,0,0,0,0,0,One year
CNV Internationaal,nl-kvk-54436222-27541,0,0,0,0,0,1,0,0,0,0,0,0,One year
Center for Development and Integration,cdi_vn_2021,2,0,0,0,0,0,0,0,0,0,0,0,One year
Center for International Legal Cooperation (CILC),cilc,1,0,0,0,0,0,0,0,0,0,0,0,One year
Centre for Policy Dialogue,cpd,0,1,1,0,0,2,0,0,0,0,0,0,One year
Cheshire Services Uganda,csu,332,0,0,0,0,0,0,0,0,0,0,0,One year
Child.org,child-dot_org,1,0,0,0,0,0,0,0,0,0,0,0,One year
ChildHope UK,childhopeuk,4,1,1,1,0,0,0,0,0,0,0,0,One year
Church of England - The Archbishops' Council,coe-abc,6,0,0,10,0,0,0,0,0,0,0,0,One year
City of London Corporation,col-greenfinance,0,1,0,0,0,0,0,0,0,0,0,0,One year
Commonwealth Local Government Forum,clgf_data,2,0,0,0,0,0,0,0,0,0,0,0,One year
Commune de Adja-Ouere - Bénin,adja-ouere,0,0,1,0,0,0,0,0,0,0,0,0,One year
Commune de Adjohoun - Bénin,adjohoun,0,0,1,0,0,0,0,0,0,0,0,0,One year
Commune de Akpro-Missérété - Bénin,akpro-misserete,0,1,0,0,0,0,0,0,0,0,0,0,One year
Conciliation Resources,cr,2,0,0,2,0,0,0,0,0,0,0,0,One year
Cowater UK Limited,cowateruk,13,0,4,0,0,0,0,0,0,0,0,0,One year
DAI Europe,dai-e,358,0,0,15,0,0,0,0,0,0,0,0,One year
Damiaanactie / Action Damien,damien-foundation,0,0,0,4,0,0,0,0,0,0,0,0,One year
Danish Family Planning Association,dfpa,0,0,0,0,0,1,0,0,0,0,0,0,One year
David Gordon Memorial Hospital,dgmh,1,0,0,0,0,0,0,0,0,0,0,0,One year
DeafKidz International,dki1151219,3,4,0,0,0,0,0,0,0,0,0,0,One year
Development Media International,dmi_admin,2,0,0,0,0,0,0,0,0,0,0,0,One year
Disability and Development Partners,ddp,6,0,4,2,2,2,0,0,0,0,0,0,One year
EMMS International,emms,4,0,0,0,0,0,0,0,0,0,0,0,One year
Ecorys UK,ecuk,11,10,3,0,0,0,0,0,0,0,0,0,One year
Education Development Trust,eddevtrust,16,0,1,15,0,1,0,0,0,0,0,0,One year
Education Development Trust,edt_kenya,35,2,2,36,0,0,0,0,0,0,0,0,One year
Edukans Foundation,edukans_foundation,7,18,7,14,4,0,0,0,0,0,0,0,One year
Elrha,elrha,48,1,2,0,0,0,0,0,0,0,0,0,One year
Energy 4 Impact,e4i,1,0,0,2,0,0,0,0,0,0,0,0,One year
Energy Saving Trust,energy_saving_trust,3,3,0,2,2,0,0,0,0,0,0,0,One year
Entraide et Fraternité,ef_,0,1,0,0,0,0,0,0,0,0,0,0,One year
Ethiopiaid Ireland,ethiopiaidireland,0,0,6,0,0,0,0,0,0,0,0,0,One year
Ethiopian Horticulture Producer Exporters Association (EHPEA),ehpea,0,0,0,0,1,1,0,0,0,0,0,0,One year
Ethiopian Public Health Association,epha,3,0,0,0,0,0,0,0,0,0,0,0,One year
Ethiopian Women Lawyers Association,ewla,0,0,1,0,0,0,0,0,0,0,0,0,One year
Ethiopian Women with Disabilities National Assocation,ewdna2025,0,0,0,0,0,1,0,0,0,0,0,0,One year
Fair Wear Foundation,fwf,0,0,0,6,0,0,0,0,0,0,0,0,One year
Faith to Action Network,f2a,4,2,0,0,0,0,0,0,0,0,0,0,One year
Fondation Hirondelle,fh_ch,0,0,0,0,1,0,0,0,0,0,0,0,One year
Forest Trends Association,forest-trends,1,0,0,0,0,0,0,0,0,0,0,0,One year
Forschungsinstitut zur Zukunft der Arbeit GmbH (IZA),iza,0,1,0,0,0,0,0,0,0,0,0,0,One year
Foundation for Social Improvement,the_fsi,1,0,1,0,0,0,0,0,0,0,0,0,One year
Free a Girl,freeagirl,0,3,5,3,3,0,0,0,0,0,0,0,One year
Friends of the Earth International,foei,0,0,1,0,0,0,0,0,0,0,0,0,One year
Frontline AIDS,f-aids,9,1,0,0,0,0,0,0,0,0,0,0,One year
Fundación Gaia Amazonas,gaia,0,1,0,0,0,0,0,0,0,0,0,0,One year
GOAL,goal,2,0,0,1,0,0,0,0,0,0,0,0,One year
GOGLA - Global Off-Grid Lighting Association,gogla,0,1,0,0,0,1,0,0,0,0,0,0,One year
GSMA Foundation,gsma_foundation,0,0,0,0,6,2,0,0,0,0,0,0,One year
Giro555 (Stichting Samenwerkende Hulporganisaties),giro555,0,0,10,10,0,0,0,0,0,0,0,0,One year
Global Antibiotic Research and Development Partnership,gardp,0,0,1,0,0,0,0,0,0,0,0,0,One year
Global Canopy,globalcanopy,3,0,0,0,0,0,0,0,0,0,0,0,One year
Global Disability Innovation Hub,gdihub,0,4,0,0,0,0,0,0,0,0,0,0,One year
Global Impact Investing Network,giin,2,1,0,1,1,0,0,0,0,0,0,0,One year
GoodWeave International,goodweave_intl,1,1,0,1,2,1,0,0,0,0,0,0,One year
Health Poverty Action,hpa,1,1,0,2,0,0,0,0,0,0,0,0,One year
HelpAge International,helpage_international,159,0,0,0,0,0,0,0,0,0,0,0,One year
Hope and Homes for Children,hhc,0,0,0,4,0,0,0,0,0,0,0,0,One year
Hope for Children,hfc,6,0,0,0,0,0,0,0,0,0,0,0,One year
IMA World Health,us-imawh,5,2,1,1,0,0,0,0,0,0,0,0,One year
IPE Global Limited,ipeglobal,1,0,0,19,0,0,0,0,0,0,0,0,One year
"Imperial College of Science, Technology and Medicine",imperial,0,0,2,0,0,0,0,0,0,0,0,0,One year
Instiglio,instiglio,1,0,0,0,1,0,0,0,0,0,0,0,One year
Instituto BVRio,bvrio,1,0,0,0,0,0,0,0,0,0,0,0,One year
International Alert,international-alert,1,0,0,0,0,0,0,0,0,0,0,0,One year
International Campaign Women´s Right to Safe Abortion,icwrsa,0,1,0,0,0,0,0,0,0,0,0,0,One year
"International Centre for Diarrhoeal Disease Research, Bangladesh (icddr,b)",icddrb,0,1,0,1,0,1,0,0,0,0,0,0,One year
International Food Policy Research Institute,ifpri,1,0,0,0,0,0,0,0,0,0,0,0,One year
Ipas,ipas,2,1,1,2,1,0,0,0,0,0,0,0,One year
Ireland - Department of Foreign Affairs,irishaid,23,0,0,0,0,0,0,0,0,0,0,0,One year
Irise International,irise_int,2,0,0,2,0,0,0,0,0,0,0,0,One year
Irrawaddy Policy Exchange,ipe,3,1,0,0,0,0,0,0,0,0,0,0,One year
Jordan Open Source Association,josa,0,0,0,0,22,0,0,0,0,0,0,0,One year
Joshua Orphan and Community Care,jocc_uk,2,0,0,0,1,0,0,0,0,0,0,0,One year
KITUO CHA SHERIA,kituo,1,0,0,0,1,0,0,0,0,0,0,0,One year
KPMG LLP,kpmgllp,1,0,3,0,0,0,0,0,0,0,0,0,One year
LTS International Limited,lts,73,0,0,0,0,0,0,0,0,0,0,0,One year
Le Monde selon les femmes asbl,mondefemmes,0,2,0,0,0,0,0,0,0,0,0,0,One year
Lemann Foundation,lemann,0,4,0,0,0,0,0,0,0,0,0,0,One year
Light Castle Partners,lcp,0,0,0,2,0,0,0,0,0,0,0,0,One year
Liverpool School of Tropical Medicine,lstm,68,12,2,28,0,0,0,0,0,0,0,0,One year
London Business School,lbs,1,0,0,0,1,0,0,0,0,0,0,0,One year
Loughborough University,lboro,0,1,1,0,0,0,0,0,0,0,0,0,One year
Luminate Foundation Inc.,luminate,1,4,1,2,5,1,0,0,0,0,0,0,One year
MVO Nederland,mvo_nederland,13,0,0,11,0,0,0,0,0,0,0,0,One year
Mainline,mainline,0,2,0,0,0,6,0,0,0,0,0,0,One year
Mango Tree Property Management LTD,mangotree,0,1,0,0,0,0,0,0,0,0,0,0,One year
MedicineAfrica Ltd.,medafrica,1,0,0,0,0,0,0,0,0,0,0,0,One year
Micaia Foundation,micfound,3,0,0,1,0,0,0,0,0,0,0,0,One year
Mission Øst,missioneast,0,0,0,0,1,0,0,0,0,0,0,0,One year
Mondiaal FNV,mondiaalfnv,0,1,0,0,0,0,0,0,0,0,0,0,One year
Motivation,motivation,4,0,0,7,0,0,0,0,0,0,0,0,One year
Mulanje Mission Hospital,mmh,1,0,1,1,0,0,0,0,0,0,0,0,One year
Multilateral Investment Fund,fomin,74,25,11,19,0,0,0,0,0,0,0,0,One year
Netherlands Food Partnership,nfp,0,0,0,5,0,0,0,0,0,0,0,0,One year
Netherlands Water Partnership,nwp,3,0,0,0,0,0,0,0,0,0,0,0,One year
Non-Timber Forest Products Exchange Programme,ntfp-ep,2,0,0,1,0,0,0,0,0,0,0,0,One year
Norad - Norwegian Agency for Development Cooperation,norad,4,0,0,0,0,0,0,0,0,0,0,0,One year
Northern Ireland Cooperation Overseas Ltd,nico,0,0,2,0,0,0,0,0,0,0,0,0,One year
ODI,odi,7,1,0,0,1,0,0,0,0,0,0,0,One year
Office for National Statistics,ons,0,1,0,0,8,0,0,0,0,0,0,0,One year
Open Capital Advisors,oca,4,0,0,0,0,0,0,0,0,0,0,0,One year
Opportunity International UK,opportunity-international-uk,1,0,0,2,0,0,0,0,0,0,0,0,One year
Oxfam Australia,oau,113,0,0,0,0,0,0,0,0,0,0,0,One year
Oxfam-Magasins du monde (omdm),omdm,0,1,0,0,0,0,0,0,0,0,0,0,One year
Oxford Policy Management,opml,0,1,0,0,0,0,0,0,0,0,0,0,One year
PEAS (Promoting Equality in African Schools),peas,1,0,2,1,0,0,0,0,0,0,0,0,One year
PHASE Worldwide,phase_worldwide,5,0,0,0,0,0,0,0,0,0,0,0,One year
PPAG,ppag_123,3,0,1,4,0,0,0,0,0,0,0,0,One year
Palliative Care Association of Malawi,pacam,1,0,1,1,0,0,0,0,0,0,0,0,One year
Palliative Care Support Trust,pcst,1,0,0,2,0,0,0,0,0,0,0,0,One year
Pan African Climate Justice Alliance,pacja,0,0,1,0,0,0,0,0,0,0,0,0,One year
Peace Direct,peacedirect,2,1,2,2,0,0,0,0,0,0,0,0,One year
Plataforma Moçambicana da Água (PLAMA),plama,1,0,0,1,0,0,0,0,0,0,0,0,One year
Programming Their Future,p-t-f-,1,0,0,0,0,0,0,0,0,0,0,0,One year
Railway Children,rc,0,0,1,3,0,0,0,0,0,0,0,0,One year
Rainforest Action Network,ran,1,0,0,0,0,0,0,0,0,0,0,0,One year
RedR UK,redruk,0,0,1,0,0,0,0,0,0,0,0,0,One year
Regional Advisory Information and Network Systems,rains,1,0,0,0,0,0,0,0,0,0,0,0,One year
Results for Development,r4d,1,0,0,1,0,0,0,0,0,0,0,0,One year
Rights and Resources Initaitive,rri,1,0,0,0,0,0,0,0,0,0,0,0,One year
Rikolto,rikolto,21,14,0,0,0,0,0,0,0,0,0,0,One year
Royal National Lifeboat Institution (RNLI),rnli_international,1,0,0,0,0,0,0,0,0,0,0,0,One year
Rutgers,rutgers,1,0,0,0,0,0,0,0,0,0,0,0,One year
SIHA Network,siharegional,0,5,0,1,0,1,0,0,0,0,0,0,One year
Satellite Applications Catapult Ltd,satelliteapplicationscatapultltd,1,1,0,0,1,0,0,0,0,0,0,0,One year
Send a Cow Kenya,sac_kenya,5,5,0,0,0,0,0,0,0,0,0,0,One year
Simavi,simavi,46,43,31,32,0,0,0,0,0,0,0,0,One year
Small Arms Survey,sas_sana,0,0,0,1,0,0,0,0,0,0,0,0,One year
Social Accountability International,social_accountability_international,0,0,1,0,1,1,0,0,0,0,0,0,One year
Social Development Direct Limited,sddirect,46,47,1,0,0,0,0,0,0,0,0,0,One year
Sowt podcasting and training L.L.C,sowt,0,0,0,0,3,0,0,0,0,0,0,0,One year
Stellenbosch University,su-impala,3,0,0,0,0,0,0,0,0,0,0,0,One year
Stichting Aidenvironment,aidenvironment,0,1,0,3,0,0,0,0,0,0,0,0,One year
Stichting Wilde Ganzen/ IKON,nl_wg,3,0,0,0,0,0,0,0,0,0,0,0,One year
Stockholm International Water Institute,siwi,0,1,0,0,1,0,0,0,0,0,0,0,One year
Studio Globo,sg,0,0,2,0,0,0,0,0,0,0,0,0,One year
Tameer-e-Khalaq Foundation,tkf1234,0,0,0,1,0,0,0,0,0,0,0,0,One year
