Publisher Name,Publisher Registry Id,Transaction - Commitment (with valid data),Transaction - Disbursement or Expenditure (with valid data),Transaction - Traceability (with valid data),Budget (with valid data),Average (with valid data),Transaction - Commitment (with any data),Transaction - Disbursement or Expenditure (with any data),Transaction - Traceability (with any data),Budget (with any data),Average (with any data)
Center for Development and Integration,cdi_vn_2021,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Center for International Legal Cooperation (CILC),cilc,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Center for International Studies and Cooperation,ceci,-,-,-,-,0.0,-,-,-,-,0.0
Center for Participation and Development,cpd_2021,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Center for Research on Environment Health and Population Activities (CREHPA),crehpa,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
"Center for Research, Evaluation Resources and Development (CRERD)",crerd_ng,100.0,0.0,100.0,100.0,75.0,100.0,0.0,100.0,100.0,75.0
Centre des Etudes Méditerranéennes et Internationales,cemi,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Centre Diocésain de Communication de Ouahigouya,cdc_ohg,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Centre For Citizens With Disabilities,ccdnigeria,-,-,-,-,0.0,-,-,-,-,0.0
Centre for Economic Policy Research,cepr,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Centre for Economic Strategy Ukraine,ces-ua,-,-,-,-,0.0,-,-,-,-,0.0
Centre for Environment Human Rights and Development,cehrd1,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Centre for Humanitarian Dialogue (HD Centre),hdcentre,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Centre for Indian Knowledge Systems,ciks,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
"Centre for Injury Prevention and Research, Bangladesh (CIPRB)",ciprb,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Centre for Legal Research and Development,clerd-prpi,-,-,-,-,0.0,-,-,-,-,0.0
Centre for Policy Dialogue,cpd,-,-,-,-,0.0,-,-,-,-,0.0
Centre for Rights Education and Awareness,creawkenya,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Centre for the Study of Adolescence,csa-kenya,-,-,-,-,0.0,-,-,-,-,0.0
Centre International de Développement et de Recherche,cidr,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Centre National de Coopération au Développement (CNCD-11.11.11),cncd,-,-,-,-,0.0,-,-,-,-,0.0
Centre Tricontinental - CETRI,ct-admin,-,-,-,-,0.0,-,-,-,-,0.0
Centro de Aprendizagem e Capacitação da Sociedade Civil,cesc,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Centro de Promocion y Defensa de los Derechos Sexuales y Reproductivos,promsex,-,-,-,-,0.0,-,-,-,-,0.0
Cesvi,cesvi,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
CGIAR,cgiar,100.0,0.0,8.140108534780465,100.0,52.03502713369512,100.0,0.0,8.140108534780465,100.0,52.03502713369512
Chama cha Uzazi na Malezi Bora Tanzania (UMATI),umati,-,-,-,-,0.0,-,-,-,-,0.0
Chance for Childhood,chanceforchildhood,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Charity Projects Ltd (Comic Relief),cprojects,-,-,-,-,0.0,-,-,-,-,0.0
Chaîne de l'Espoir Belgique / Keten van Hoop België / Chain of Hope Belgium,cdeb-kvhb_admin,-,-,-,-,0.0,-,-,-,-,0.0
CHEKA SANA TANZANIA,cst,-,-,-,-,0.0,-,-,-,-,0.0
Chemonics International Inc.,chemonics,0.0,85.71428571428571,16.666666666666664,100.0,50.595238095238095,0.0,85.71428571428571,16.666666666666664,100.0,50.595238095238095
Cheshire Services Uganda,csu,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Child-to-Child,ctc,-,-,-,-,0.0,-,-,-,-,0.0
Child.org,child-dot_org,-,-,-,-,0.0,-,-,-,-,0.0
ChildFund International,childfund,-,-,-,-,0.0,-,-,-,-,0.0
ChildHope UK,childhopeuk,33.33333333333333,100.0,66.66666666666666,66.66666666666666,66.66666666666666,33.33333333333333,100.0,66.66666666666666,66.66666666666666,66.66666666666666
Children in Crisis,cic,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Children in Crossfire,cicni,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
CHOICE for Youth and Sexuality,cfyas,0.0,66.66666666666666,100.0,100.0,66.66666666666666,0.0,66.66666666666666,100.0,100.0,66.66666666666666
Christian Aid,caid,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Christian Aid Ireland,caid_ireland,-,-,-,-,0.0,-,-,-,-,0.0
Christian Blind Mission (UK) Ltd.,cbm,28.57142857142857,50.0,75.0,100.0,63.39285714285714,28.57142857142857,50.0,75.0,100.0,63.39285714285714
Christian Engineers in Development,ced,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Church of England - The Archbishops' Council,coe-abc,0.0,100.0,75.0,100.0,68.75,0.0,100.0,75.0,100.0,68.75
CIFAL Scotland,cifal,-,-,-,-,0.0,-,-,-,-,0.0
CINI,cini_jhk,-,-,-,-,0.0,-,-,-,-,0.0
CISU,cisu,0.0,44.9712643678161,99.66044142614601,99.61799660441426,61.06242559959409,0.0,44.9712643678161,99.66044142614601,99.61799660441426,61.06242559959409
City of London Corporation,col-greenfinance,-,-,-,-,0.0,-,-,-,-,0.0
CIVICUS World Alliance for Citizen Participation,civicus,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
CIVIL INITIATIVES FOR DEVELOPMENT AND PEACE INDIA,cividep,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
CLASP,clasp,0.0,85.71428571428571,16.666666666666664,71.42857142857143,43.45238095238095,0.0,85.71428571428571,16.666666666666664,71.42857142857143,43.45238095238095
Clean Clothes Campaign,ccc,50.0,100.0,100.0,100.0,87.5,50.0,100.0,100.0,100.0,87.5
ClientEarth,clientearth-1,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Climate Investment Funds,cif,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
Climate Policy Initiative,cpi,0.0,0.0,-,50.0,12.5,0.0,0.0,-,50.0,12.5
Clinton Health Access Initiative,chai,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
CNV Internationaal,nl-kvk-54436222-27541,26.923076923076923,92.3076923076923,100.0,100.0,79.8076923076923,26.923076923076923,92.3076923076923,100.0,100.0,79.8076923076923
Coalition for Epidemic Preparedness Innovations,cepi,0.0,100.0,0.0,0.0,25.0,0.0,100.0,0.0,0.0,25.0
Coalition of African Lesbians (CAL),cal_2000-pu,30.0,80.0,100.0,100.0,77.5,30.0,80.0,100.0,100.0,77.5
Cobra Collective CIC,cobracollective,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
COC Nederland,cocnl_publisher,100.0,100.0,58.333333333333336,100.0,89.58333333333333,100.0,100.0,58.333333333333336,100.0,89.58333333333333
CODA International,coda,-,-,-,-,0.0,-,-,-,-,0.0
CODEART ASBL,codeart,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Coffey International Development,coffey,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
ColaLife,colalife,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Collectif Stratégies Alimentaires,csa,50.0,100.0,-,100.0,62.5,50.0,100.0,-,100.0,62.5
Collective for Research and Training on Development Action,crtda,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Comité pour l'abolition des dettes illégitimes,cadtm,-,-,-,-,0.0,-,-,-,-,0.0
COMMISSION JUSTICE ET PAIX ASBL (cjp),cjp,-,-,-,-,0.0,-,-,-,-,0.0
Commonwealth Local Government Forum,clgf_data,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Commune de Adja-Ouere - Bénin,adja-ouere,-,-,-,-,0.0,-,-,-,-,0.0
Commune de Adjarra - Bénin,adjarra,-,-,-,-,0.0,-,-,-,-,0.0
Commune de Adjohoun - Bénin,adjohoun,-,-,-,-,0.0,-,-,-,-,0.0
Commune de Akpro-Missérété - Bénin,akpro-misserete,-,-,-,-,0.0,-,-,-,-,0.0
Commune de Allada - Bénin,allada,-,-,-,-,0.0,-,-,-,-,0.0
Commune de Aplahoué - Bénin,aplahoue,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Commune de Avrankou - Bénin,avrankou,-,-,-,-,0.0,-,-,-,-,0.0
Commune de Bopa - Bénin,bopa,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Commune de Comè - Bénin,come,-,-,-,-,0.0,-,-,-,-,0.0
Commune de Dangbo - Benin,dangbo,-,-,-,-,0.0,-,-,-,-,0.0
Commune de Ifangni - Bénin,ifangni,-,-,-,-,0.0,-,-,-,-,0.0
Commune de Klouékanmè - Bénin,klouekanme,-,-,-,-,0.0,-,-,-,-,0.0
Commune de Kpomassè - Bénin,kpomasse,-,-,-,-,0.0,-,-,-,-,0.0
Commune de Kétou - Bénin,ketou,-,-,-,-,0.0,-,-,-,-,0.0
Commune de Lalo - Bénin,lalo,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Commune de Parakou - Bénin,parakou,-,-,-,-,0.0,-,-,-,-,0.0
Commune de Pobè - Bénin,pobe,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Commune de Toffo - Bénin,toffo,-,-,-,-,0.0,-,-,-,-,0.0
Commune de Toviklin - Bénin,toviklin,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Commune de Zè - Bénin,ze,-,-,-,-,0.0,-,-,-,-,0.0
Compassion UK,comp_uk,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Concern Worldwide,concern_worldwide,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Concern Worldwide UK,concernuk,100.0,100.0,53.84615384615385,100.0,88.46153846153845,100.0,100.0,53.84615384615385,100.0,88.46153846153845
Conciliation Resources,cr,33.33333333333333,-,-,66.66666666666666,24.999999999999996,33.33333333333333,-,-,66.66666666666666,24.999999999999996
Concordis International,concordis,-,-,-,-,0.0,-,-,-,-,0.0
Confederation of Danish Industry,di,0.0,100.0,100.0,0.0,50.0,0.0,100.0,100.0,0.0,50.0
Conflict Dynamics International,cdi,-,-,-,-,0.0,-,-,-,-,0.0
"Conflict, Stability and Security Fund",cssf,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Congodorpen vzw,congodorpen,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Conseil et Appui pour l'Education à la Base Mali,caeb_mali,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Consortium for Street Children,csc,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
Construction Sector Transparency Initiative (CoST),cost_uk,0.0,23.684210526315788,0.0,100.0,30.921052631578945,0.0,23.684210526315788,0.0,100.0,30.921052631578945
convention de la société civile ivoirienne,csci_benkadi,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Coopération par l'Education et la Culture,cec,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Cord,cord,-,-,-,-,0.0,-,-,-,-,0.0
Cordaid,cordaid,33.72093023255814,46.55172413793103,78.78787878787878,98.83720930232558,64.47443561517338,33.72093023255814,46.55172413793103,78.78787878787878,98.83720930232558,64.47443561517338
Corporación de Apoyo a Comunidades Populares,codacop,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Corus International,corus,-,-,-,-,0.0,-,-,-,-,0.0
Cowater International Inc,cowater,0.0,71.42857142857143,14.285714285714285,100.0,46.42857142857143,0.0,71.42857142857143,14.285714285714285,100.0,46.42857142857143
Cowater UK Limited,cowateruk,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
COWI,cowi,-,-,-,-,0.0,-,-,-,-,0.0
Coöperatief Climate Fund Managers U.A.,cfm,4.545454545454546,0.0,0.0,86.36363636363636,22.727272727272727,4.545454545454546,0.0,0.0,86.36363636363636,22.727272727272727
CRANE,crane,0.0,100.0,100.0,0.0,50.0,0.0,100.0,100.0,0.0,50.0
CREA,creausa-org,9.615384615384617,100.0,100.0,23.076923076923077,58.17307692307692,9.615384615384617,100.0,100.0,23.076923076923077,58.17307692307692
Croix-Rouge de Belgique Communauté francophone - Activités internationales ASBL,crb-ai_admin,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Cross-Government Prosperity Fund,prosperityfund,-,-,-,-,0.0,-,-,-,-,0.0
Crown Agents Limited,cal,33.33333333333333,100.0,66.66666666666666,100.0,75.0,33.33333333333333,100.0,66.66666666666666,100.0,75.0
CUAMM Trustees,cuammtrustees,-,-,-,-,0.0,-,-,-,-,0.0
Cyan International,cyan,-,-,-,-,0.0,-,-,-,-,0.0
D. Capital Partners,dcapitalpartners,0.0,100.0,7.6923076923076925,0.0,26.923076923076923,0.0,100.0,7.6923076923076925,0.0,26.923076923076923
DAI Europe,dai-e,0.0,100.0,60.0,100.0,65.0,0.0,100.0,60.0,100.0,65.0
DAI Global Health,healthpartners-international,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
Damiaanactie / Action Damien,damien-foundation,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
dance4life,dance4life,-,-,-,-,0.0,-,-,-,-,0.0
DanChurchAid,dca,0.0,-,100.0,0.0,25.0,0.0,-,100.0,0.0,25.0
Danish Family Planning Association,dfpa,0.0,-,100.0,100.0,50.0,0.0,-,100.0,100.0,50.0
Danish Red Cross,danishrc,33.33333333333333,0.0,100.0,0.0,33.33333333333333,33.33333333333333,0.0,100.0,0.0,33.33333333333333
Danish Refugee Council,drc,88.13559322033898,-,-,93.22033898305084,45.33898305084745,88.13559322033898,-,-,93.22033898305084,45.33898305084745
Danish Trade Union Development Agency (Ulandssekretariatet),loftf,50.0,100.0,100.0,100.0,87.5,50.0,100.0,100.0,100.0,87.5
Danmission,danmission,0.0,84.21052631578947,66.66666666666666,100.0,62.71929824561403,0.0,84.21052631578947,66.66666666666666,100.0,62.71929824561403
Data4Development,d4d,-,-,-,-,0.0,-,-,-,-,0.0
David Gordon Memorial Hospital,dgmh,-,-,-,-,0.0,-,-,-,-,0.0
Dawuro Development Association,dawuro_da,-,-,-,-,0.0,-,-,-,-,0.0
DCAF - Geneva Centre for Security Sector Governance,dcaf,0.0,66.66666666666666,50.0,100.0,54.166666666666664,0.0,66.66666666666666,50.0,100.0,54.166666666666664
DeafKidz International,dki1151219,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
DECP,decp,3.389830508474576,96.61016949152543,50.0,100.0,62.5,3.389830508474576,96.61016949152543,50.0,100.0,62.5
Defence for Children International Netherlands - ECPAT Netherlands,dciecpatnl,10.0,-,-,100.0,27.5,10.0,-,-,100.0,27.5
DefendDefenders,defenddefenders,25.0,100.0,100.0,100.0,81.25,25.0,100.0,100.0,100.0,81.25
Delivery Associates Ltd,delivery_associates,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Deloitte Touche Tohmatsu India LLP,dttillp,-,-,-,-,0.0,-,-,-,-,0.0
Democracy Reporting International gGmbH,dri,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Democratic Governance Facility,dgf,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
"Denmark - Ministry of Foreign Affairs, Danida",danida,62.83367556468173,93.13404950957496,100.0,75.23613963039014,82.80096617616171,62.83367556468173,93.13404950957496,100.0,75.23613963039014,82.80096617616171
Department for International Trade,dit,-,-,-,-,0.0,-,-,-,-,0.0
Desmond Tutu HIV Foundation,dthfxx12,0.0,90.9090909090909,80.0,100.0,67.72727272727272,0.0,90.9090909090909,80.0,100.0,67.72727272727272
Development Aid from People to People (DAPP) Malawi,dapp,0.0,50.0,100.0,50.0,50.0,0.0,50.0,100.0,75.0,56.25
Development Expertise Center,dec_ethiopia,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Development Initiatives Poverty Research,dipr,20.0,100.0,0.0,100.0,55.0,20.0,100.0,0.0,100.0,55.0
Development Media International,dmi_admin,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Development Organisation of the Rural Poor,dorp-org,-,-,-,-,0.0,-,-,-,-,0.0
Developments In Literacy Trust UK,diltuk,-,-,-,-,0.0,-,-,-,-,0.0
Diakonia Sweden,diakonia802017-3517,-,-,-,-,0.0,-,-,-,-,0.0
Digital Campus,dc,-,-,-,-,0.0,-,-,-,-,0.0
Direcção Provincial de Saúde de Nampula,dps-nampula,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Disability and Development Partners,ddp,0.0,100.0,33.33333333333333,100.0,58.33333333333333,0.0,100.0,33.33333333333333,100.0,58.33333333333333
Disability Rights Advocacy Fund,draf,-,-,-,-,0.0,-,-,-,-,0.0
Disability Rights Fund,drf,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,100.0,25.0
Disabled People's Organisations Denmark,dpod,0.0,91.42857142857143,100.0,98.30508474576271,72.43341404358354,0.0,91.42857142857143,100.0,98.30508474576271,72.43341404358354
Disasters Emergency Committee,dec-uk,0.0,100.0,100.0,42.857142857142854,60.714285714285715,0.0,100.0,100.0,42.857142857142854,60.714285714285715
"Discovery Learning Alliance, Inc.",dla,-,-,-,-,0.0,-,-,-,-,0.0
Djapo,djapo,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
DKT - (Pakistan),dkt,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
DKT Ethiopia,dkt_ethiopia,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
DKT International,dkti,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
DKT RD Congo,dkt_drc,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
DNH Mali (Direction Nationale de l’Hydraulique du Mali),pca-gire,-,-,-,-,0.0,-,-,-,-,0.0
Doctors of the World (NL)/ Dokters van de Wereld,mdmnl,0.0,-,-,100.0,25.0,0.0,-,-,100.0,25.0
Doctors of the World UK,dotw_uk,-,-,-,-,0.0,-,-,-,-,0.0
Doctors with Africa CUAMM,cuamm,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
Dorcas Aid International,dai,37.5,46.15384615384615,81.81818181818183,93.75,64.805506993007,37.5,46.15384615384615,81.81818181818183,93.75,64.805506993007
Down syndrome Foundation Nigeria,dsfn,-,-,-,-,0.0,-,-,-,-,0.0
Drugs for Neglected Diseases initiative,dndi_transparency,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
DUF - The Danish Youth Council,duf,0.0,85.71428571428571,100.0,100.0,71.42857142857143,0.0,85.71428571428571,100.0,100.0,71.42857142857143
Dynamo International asbl,dynamo_international,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Défi Belgique Afrique,dba,100.0,-,-,0.0,25.0,100.0,-,-,0.0,25.0
Dóchas - Irish Association of Non Governmental Development Organisations,dochas,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Earthworm Foundation,ewf,-,-,-,-,0.0,-,-,-,-,0.0
East African Playgrounds,eap,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
ECDPM,ecdpm,-,-,-,-,0.0,-,-,-,-,0.0
Echos Communication,ec,-,-,-,-,0.0,-,-,-,-,0.0
Eclosio,eclosio,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
Economic and Social Fund for Development,esfd,0.0,0.0,100.0,100.0,50.0,0.0,0.0,100.0,100.0,50.0
Economic and Social Research Foundation (ESRF),esrf,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Ecorys Nederland B.V.,ecorysnl,-,-,-,-,0.0,-,-,-,-,0.0
Ecorys UK,ecuk,0.0,44.44444444444444,0.0,100.0,36.111111111111114,0.0,44.44444444444444,0.0,100.0,36.111111111111114
Educate!,educate,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
Education Development Trust,eddevtrust,0.0,100.0,100.0,0.0,50.0,0.0,100.0,100.0,0.0,50.0
Education Development Trust,edt_kenya,0.0,50.0,100.0,0.0,37.5,0.0,50.0,100.0,0.0,37.5
EDUCATION DEVELOPMENT TRUST - RWANDA,edt_rwanda,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Edukans Foundation,edukans_foundation,0.0,75.0,0.0,50.0,31.25,0.0,75.0,0.0,50.0,31.25
ELEVATE Hong Kong Holdings Limited,elevatelimited,-,-,-,-,0.0,-,-,-,-,0.0
Elrha,elrha,75.0,100.0,25.0,100.0,75.0,75.0,100.0,25.0,100.0,75.0
Elton John AIDS Foundation,ejaf,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
Emissa,emissa,0.0,0.0,-,0.0,0.0,0.0,0.0,-,0.0,0.0
Emmanuel International UK,eiuk,-,-,-,-,0.0,-,-,-,-,0.0
EMMS International,emms,0.0,94.73684210526315,52.63157894736842,60.86956521739131,52.05949656750572,0.0,94.73684210526315,52.63157894736842,60.86956521739131,52.05949656750572
Energy 4 Impact,e4i,0.0,50.0,100.0,50.0,50.0,0.0,50.0,100.0,50.0,50.0
Energy Saving Trust,energy_saving_trust,-,-,-,-,0.0,-,-,-,-,0.0
Enfance Tiers Monde Kinderen Derde Wereld,etmkdw,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EngenderHealth,ehorg,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
EngenderHealth Ethiopia,engenderhealth_eth,0.0,-,-,50.0,12.5,0.0,-,-,50.0,12.5
Engineers Without Borders Canada,ewb_canada,0.0,100.0,0.0,50.0,37.5,0.0,100.0,0.0,50.0,37.5
Enhanced Integrated Framework,eif,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
Enroot,nroot,0.0,0.0,-,100.0,25.0,0.0,0.0,-,100.0,25.0
"Entiqal for Training ""Partners for Good""",pfg,-,-,-,-,0.0,-,-,-,-,0.0
Entraide et Fraternité,ef_,60.0,100.0,-,100.0,65.0,60.0,100.0,-,100.0,65.0
Environmental Centre for Oil Spills and Gas Flaring (NACGOND),nacgond-,0.0,0.0,-,83.33333333333334,20.833333333333336,0.0,0.0,-,83.33333333333334,20.833333333333336
Equality Now,e_n,20.0,40.0,100.0,100.0,65.0,20.0,40.0,100.0,100.0,65.0
equileap,equileap,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Ethical Trading Initiative,eti,0.0,100.0,75.0,100.0,68.75,0.0,100.0,75.0,100.0,68.75
Ethiopiaid Ireland,ethiopiaidireland,0.0,100.0,100.0,0.0,50.0,0.0,100.0,100.0,0.0,50.0
Ethiopiaid UK,ethiopiaiduk,0.0,95.0,100.0,5.0,50.0,0.0,95.0,100.0,5.0,50.0
Ethiopian Horticulture Producer Exporters Association (EHPEA),ehpea,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Ethiopian Public Health Association,epha,-,-,-,-,0.0,-,-,-,-,0.0
Ethiopian Women Lawyers Association,ewla,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Ethiopian Women with Disabilities National Assocation,ewdna2025,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
Eurasia Partnership Foundation,epf,0.0,100.0,0.0,100.0,50.0,0.0,100.0,0.0,100.0,50.0
European Bank for Reconstruction and Development,ebrd,100.0,23.872180451127818,100.0,37.39967897271268,65.31796485596013,100.0,23.872180451127818,100.0,37.39967897271268,65.31796485596013
European Commission - Humanitarian Aid & Civil Protection,ec-echo,100.0,98.58156028368793,100.0,100.0,99.64539007092199,100.0,98.58156028368793,100.0,100.0,99.64539007092199
European Commission - International Partnerships,ec-intpa,85.24124881740775,90.73675982020715,100.0,100.0,93.99450215940372,85.24124881740775,90.73675982020715,100.0,100.0,93.99450215940372
European Commission - Neighbourhood and Enlargement Negotiations,ec-near,92.97385620915033,96.3010752688172,100.0,100.0,97.31873286949188,92.97385620915033,96.3010752688172,100.0,100.0,97.31873286949188
European Commission - Service for Foreign Policy Instruments,ec-fpi,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
European Forest Institute,efi,0.0,100.0,-,100.0,50.0,0.0,100.0,-,100.0,50.0
European Institute of Peace,eip,0.0,0.0,-,14.285714285714285,3.571428571428571,0.0,0.0,-,14.285714285714285,3.571428571428571
European Investment Bank,eib,100.0,6.5420560747663545,-,100.0,51.63551401869159,100.0,6.5420560747663545,-,100.0,51.63551401869159
European Journalism Centre,ejc,70.0,100.0,100.0,100.0,92.5,70.0,100.0,100.0,100.0,92.5
Eve Organization for Women Development,eveowd,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
EveryChild,evc,-,-,-,-,0.0,-,-,-,-,0.0
Excellent Development,excellent,-,-,-,-,0.0,-,-,-,-,0.0
Exeter Ethiopia Link,eel,-,-,-,-,0.0,-,-,-,-,0.0
Fair Wear Foundation,fwf,10.0,100.0,100.0,100.0,77.5,10.0,100.0,100.0,100.0,77.5
FairChain Foundation,fc-f,0.0,-,-,100.0,25.0,0.0,-,-,100.0,25.0
Fairfood International,fairfood,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Fairtrade Belgium,fairtrade_be,-,-,-,-,0.0,-,-,-,-,0.0
Fairtrade Labelling Organizations International e.V.,fairtrade_international,-,-,-,-,0.0,-,-,-,-,0.0
Faith to Action Network,f2a,88.88888888888889,88.88888888888889,100.0,100.0,94.44444444444444,88.88888888888889,88.88888888888889,100.0,100.0,94.44444444444444
Family Aids Caring Trust,fact,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Family Counseling and Development Foundation,fcdf,-,-,-,-,0.0,-,-,-,-,0.0
Family Guidance Association of Ethiopia,fgae_ethiopia,0.0,100.0,100.0,100.0,75.0,0.0,100.0,100.0,100.0,75.0
Family Life Education Program,flepuganda,-,-,-,-,0.0,-,-,-,-,0.0
Farm Africa,fa,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,75.0
Farm Concern International,fci,-,-,-,-,0.0,-,-,-,-,0.0
Fauna & Flora International,ffi_publisher,-,-,-,-,0.0,-,-,-,-,0.0
Federation of Women Lawyers Kenya,fida,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Feed the Minds,ftm-291333,100.0,100.0,0.0,100.0,75.0,100.0,100.0,0.0,100.0,75.0
FHI360,fhi360,0.0,33.33333333333333,0.0,100.0,33.33333333333333,0.0,33.33333333333333,0.0,100.0,33.33333333333333
Fiabel,fiabel,100.0,100.0,-,100.0,75.0,100.0,100.0,-,100.0,75.0
