Publisher Name,Publisher Registry Id,Contacts (with valid data),Location Details (with valid data),Geographic Coordinates (with valid data),DAC Sectors (with valid data),Capital Spend (with valid data),Activity Documents (with valid data),Aid Type (with valid data),Recipient Language (with valid data),Result/ Indicator (with valid data),Average (with valid data),Contacts (with any data),Location Details (with any data),Geographic Coordinates (with any data),DAC Sectors (with any data),Capital Spend (with any data),Activity Documents (with any data),Aid Type (with any data),Recipient Language (with any data),Result/ Indicator (with any data),Average (with any data)
Commune de Aplahoué - Bénin,aplahoue,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,88.88888888888889,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,88.88888888888889
Commune de Avrankou - Bénin,avrankou,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Commune de Bopa - Bénin,bopa,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,88.88888888888889,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,88.88888888888889
Commune de Comè - Bénin,come,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Commune de Dangbo - Benin,dangbo,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Commune de Ifangni - Bénin,ifangni,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Commune de Klouékanmè - Bénin,klouekanme,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Commune de Kpomassè - Bénin,kpomasse,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Commune de Kétou - Bénin,ketou,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Commune de Lalo - Bénin,lalo,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,88.88888888888889,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,88.88888888888889
Commune de Parakou - Bénin,parakou,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Commune de Pobè - Bénin,pobe,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,88.88888888888889,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,88.88888888888889
Commune de Toffo - Bénin,toffo,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Commune de Toviklin - Bénin,toviklin,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,88.88888888888889,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,88.88888888888889
Commune de Zè - Bénin,ze,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Compassion UK,comp_uk,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Concern Worldwide,concern_worldwide,100.0,0.0,0.0,100.0,0.0,0.0,100.0,50.0,37.5,43.05555555555556,100.0,0.0,0.0,100.0,0.0,0.0,100.0,50.0,37.5,43.05555555555556
Concern Worldwide UK,concernuk,100.0,0.0,0.0,100.0,0.0,0.0,100.0,38.46153846153847,30.76923076923077,41.02564102564102,100.0,0.0,0.0,100.0,0.0,0.0,100.0,38.46153846153847,30.76923076923077,41.02564102564102
Conciliation Resources,cr,0.0,0.0,0.0,100.0,0.0,0.0,33.33333333333333,-,33.33333333333333,18.518518518518515,0.0,0.0,0.0,100.0,0.0,0.0,33.33333333333333,-,33.33333333333333,18.518518518518515
Concordis International,concordis,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Confederation of Danish Industry,di,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111
Conflict Dynamics International,cdi,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
"Conflict, Stability and Security Fund",cssf,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,0.0,44.44444444444444
Congodorpen vzw,congodorpen,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,77.77777777777777,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,77.77777777777777
Conseil et Appui pour l'Education à la Base Mali,caeb_mali,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,88.88888888888889,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,88.88888888888889
Consortium for Street Children,csc,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111
Construction Sector Transparency Initiative (CoST),cost_uk,0.0,0.0,0.0,100.0,0.0,0.0,0.0,91.66666666666666,0.0,21.296296296296294,0.0,0.0,0.0,100.0,0.0,0.0,0.0,91.66666666666666,0.0,21.296296296296294
convention de la société civile ivoirienne,csci_benkadi,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,55.55555555555556,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,55.55555555555556
Coopération par l'Education et la Culture,cec,100.0,0.0,0.0,100.0,0.0,50.0,100.0,-,0.0,38.888888888888886,100.0,0.0,0.0,100.0,0.0,50.0,100.0,-,0.0,38.888888888888886
Cord,cord,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Cordaid,cordaid,91.86046511627907,73.25581395348837,11.627906976744185,96.51162790697676,0.0,5.813953488372093,100.0,32.55813953488372,73.25581395348837,53.87596899224806,91.86046511627907,73.25581395348837,11.627906976744185,96.51162790697676,0.0,5.813953488372093,100.0,32.55813953488372,73.25581395348837,53.87596899224806
Corporación de Apoyo a Comunidades Populares,codacop,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,66.66666666666667,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,66.66666666666667
Corus International,corus,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Cowater International Inc,cowater,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16.666666666666664,0.0,12.962962962962962,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16.666666666666664,0.0,12.962962962962962
Cowater UK Limited,cowateruk,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
COWI,cowi,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Coöperatief Climate Fund Managers U.A.,cfm,13.636363636363635,0.0,0.0,100.0,0.0,36.36363636363637,31.818181818181817,47.05882352941176,0.0,25.430778371954844,13.636363636363635,0.0,0.0,100.0,0.0,36.36363636363637,31.818181818181817,47.05882352941176,0.0,25.430778371954844
CRANE,crane,100.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,22.22222222222222,100.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,22.22222222222222
CREA,creausa-org,51.92307692307693,0.0,0.0,100.0,0.0,3.8461538461538463,100.0,67.56756756756756,94.23076923076923,46.3963963963964,51.92307692307693,0.0,0.0,100.0,0.0,3.8461538461538463,100.0,67.56756756756756,94.23076923076923,46.3963963963964
Croix-Rouge de Belgique Communauté francophone - Activités internationales ASBL,crb-ai_admin,100.0,83.33333333333334,83.33333333333334,100.0,0.0,8.333333333333332,100.0,100.0,83.33333333333334,73.14814814814815,100.0,83.33333333333334,83.33333333333334,100.0,0.0,8.333333333333332,100.0,100.0,83.33333333333334,73.14814814814815
Cross-Government Prosperity Fund,prosperityfund,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Crown Agents Limited,cal,100.0,0.0,0.0,100.0,0.0,100.0,66.66666666666666,33.33333333333333,0.0,44.444444444444436,100.0,0.0,0.0,100.0,0.0,100.0,66.66666666666666,33.33333333333333,0.0,44.444444444444436
CUAMM Trustees,cuammtrustees,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Cyan International,cyan,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
D. Capital Partners,dcapitalpartners,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,44.44444444444444
DAI Europe,dai-e,5.0,0.0,0.0,100.0,0.0,0.0,100.0,60.0,0.0,29.444444444444443,5.0,0.0,0.0,100.0,0.0,0.0,100.0,60.0,0.0,29.444444444444443
DAI Global Health,healthpartners-international,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Damiaanactie / Action Damien,damien-foundation,75.0,75.0,75.0,100.0,0.0,0.0,100.0,66.66666666666666,75.0,62.96296296296296,75.0,75.0,75.0,100.0,0.0,0.0,100.0,66.66666666666666,75.0,62.96296296296296
dance4life,dance4life,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
DanChurchAid,dca,100.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,33.333333333333336,100.0,0.0,0.0,100.0,0.0,0.0,100.0,-,0.0,33.333333333333336
Danish Family Planning Association,dfpa,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111
Danish Red Cross,danishrc,0.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,100.0,0.0,0.0,83.33333333333334,0.0,0.0,20.37037037037037
Danish Refugee Council,drc,91.52542372881356,1.694915254237288,1.694915254237288,100.0,0.0,8.47457627118644,100.0,23.333333333333332,8.47457627118644,37.244193345888256,91.52542372881356,1.694915254237288,1.694915254237288,100.0,0.0,8.47457627118644,100.0,23.333333333333332,8.47457627118644,37.244193345888256
Danish Trade Union Development Agency (Ulandssekretariatet),loftf,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-,0.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-,0.0,11.11111111111111
Danmission,danmission,0.0,0.0,0.0,100.0,0.0,0.0,9.523809523809524,0.0,0.0,12.16931216931217,0.0,0.0,0.0,100.0,0.0,0.0,9.523809523809524,0.0,0.0,12.16931216931217
Data4Development,d4d,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
David Gordon Memorial Hospital,dgmh,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Dawuro Development Association,dawuro_da,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
DCAF - Geneva Centre for Security Sector Governance,dcaf,50.0,0.0,0.0,66.66666666666666,0.0,100.0,16.666666666666664,0.0,16.666666666666664,27.777777777777775,50.0,0.0,0.0,66.66666666666666,0.0,100.0,16.666666666666664,0.0,16.666666666666664,27.777777777777775
DeafKidz International,dki1151219,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,33.333333333333336,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,33.333333333333336
DECP,decp,100.0,0.0,0.0,100.0,0.0,52.54237288135594,100.0,39.53488372093023,61.016949152542374,50.343800639425396,100.0,0.0,0.0,100.0,0.0,52.54237288135594,100.0,39.53488372093023,61.016949152542374,50.343800639425396
Defence for Children International Netherlands - ECPAT Netherlands,dciecpatnl,0.0,0.0,0.0,100.0,0.0,0.0,100.0,66.66666666666666,80.0,38.51851851851851,0.0,0.0,0.0,100.0,0.0,0.0,100.0,66.66666666666666,80.0,38.51851851851851
DefendDefenders,defenddefenders,0.0,0.0,0.0,100.0,0.0,0.0,12.5,50.0,25.0,20.833333333333332,0.0,0.0,0.0,100.0,0.0,0.0,12.5,50.0,25.0,20.833333333333332
Delivery Associates Ltd,delivery_associates,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Deloitte Touche Tohmatsu India LLP,dttillp,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Democracy Reporting International gGmbH,dri,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,55.55555555555556,100.0,0.0,0.0,100.0,0.0,100.0,100.0,0.0,100.0,55.55555555555556
Democratic Governance Facility,dgf,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
"Denmark - Ministry of Foreign Affairs, Danida",danida,99.31506849315068,0.0,0.0,97.74951076320939,0.0,0.0,100.0,30.38575667655786,17.025440313111545,38.275086249558825,99.31506849315068,0.0,0.0,97.74951076320939,0.0,0.0,100.0,30.38575667655786,17.025440313111545,38.275086249558825
Department for International Trade,dit,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Desmond Tutu HIV Foundation,dthfxx12,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,33.333333333333336
Development Aid from People to People (DAPP) Malawi,dapp,75.0,25.0,0.0,0.0,0.0,75.0,100.0,66.66666666666666,25.0,40.74074074074073,75.0,25.0,0.0,0.0,0.0,75.0,100.0,66.66666666666666,25.0,40.74074074074073
Development Expertise Center,dec_ethiopia,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,100.0,44.44444444444444
Development Initiatives Poverty Research,dipr,100.0,100.0,0.0,80.0,0.0,80.0,0.0,0.0,100.0,51.111111111111114,100.0,100.0,100.0,100.0,0.0,100.0,0.0,0.0,100.0,66.66666666666667
Development Media International,dmi_admin,100.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,22.22222222222222,100.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,22.22222222222222
Development Organisation of the Rural Poor,dorp-org,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Developments In Literacy Trust UK,diltuk,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Diakonia Sweden,diakonia802017-3517,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Digital Campus,dc,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Direcção Provincial de Saúde de Nampula,dps-nampula,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,33.333333333333336,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,33.333333333333336
Disability and Development Partners,ddp,0.0,0.0,0.0,66.66666666666666,0.0,66.66666666666666,0.0,0.0,0.0,14.814814814814813,0.0,0.0,0.0,66.66666666666666,0.0,66.66666666666666,0.0,0.0,0.0,14.814814814814813
Disability Rights Advocacy Fund,draf,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Disability Rights Fund,drf,100.0,0.0,0.0,100.0,0.0,100.0,100.0,-,0.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,100.0,100.0,-,0.0,44.44444444444444
Disabled People's Organisations Denmark,dpod,1.694915254237288,0.0,0.0,100.0,0.0,0.0,0.0,16.363636363636363,0.0,13.117616846430405,1.694915254237288,0.0,0.0,100.0,0.0,0.0,0.0,16.363636363636363,0.0,13.117616846430405
Disasters Emergency Committee,dec-uk,100.0,0.0,0.0,100.0,0.0,42.857142857142854,100.0,50.0,0.0,43.65079365079365,100.0,0.0,0.0,100.0,0.0,42.857142857142854,100.0,50.0,0.0,43.65079365079365
"Discovery Learning Alliance, Inc.",dla,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Djapo,djapo,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,77.77777777777777,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,77.77777777777777
DKT - (Pakistan),dkt,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
DKT Ethiopia,dkt_ethiopia,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,22.22222222222222
DKT International,dkti,100.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,55.55555555555556,100.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,100.0,55.55555555555556
DKT RD Congo,dkt_drc,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,77.77777777777777,100.0,100.0,0.0,100.0,100.0,100.0,100.0,0.0,100.0,77.77777777777777
DNH Mali (Direction Nationale de l’Hydraulique du Mali),pca-gire,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Doctors of the World (NL)/ Dokters van de Wereld,mdmnl,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
Doctors of the World UK,dotw_uk,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Doctors with Africa CUAMM,cuamm,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
Dorcas Aid International,dai,100.0,50.0,31.25,75.0,0.0,18.75,100.0,37.5,50.0,51.388888888888886,100.0,50.0,31.25,75.0,0.0,18.75,100.0,37.5,50.0,51.388888888888886
Down syndrome Foundation Nigeria,dsfn,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Drugs for Neglected Diseases initiative,dndi_transparency,0.0,7.142857142857142,0.0,100.0,0.0,100.0,100.0,-,50.0,39.68253968253968,0.0,7.142857142857142,0.0,100.0,0.0,100.0,100.0,-,50.0,39.68253968253968
DUF - The Danish Youth Council,duf,0.0,0.0,0.0,100.0,0.0,0.0,0.0,44.827586206896555,0.0,16.091954022988507,0.0,0.0,0.0,100.0,0.0,0.0,0.0,44.827586206896555,0.0,16.091954022988507
Dynamo International asbl,dynamo_international,100.0,33.33333333333333,33.33333333333333,100.0,0.0,33.33333333333333,100.0,100.0,33.33333333333333,59.25925925925925,100.0,33.33333333333333,33.33333333333333,100.0,0.0,33.33333333333333,100.0,100.0,33.33333333333333,59.25925925925925
Défi Belgique Afrique,dba,100.0,0.0,0.0,100.0,0.0,100.0,100.0,-,0.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,100.0,100.0,-,0.0,44.44444444444444
Dóchas - Irish Association of Non Governmental Development Organisations,dochas,95.45454545454545,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,32.82828282828282,95.45454545454545,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,32.82828282828282
Earthworm Foundation,ewf,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
East African Playgrounds,eap,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,44.44444444444444,100.0,0.0,0.0,100.0,0.0,0.0,100.0,100.0,0.0,44.44444444444444
ECDPM,ecdpm,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Echos Communication,ec,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Eclosio,eclosio,100.0,45.45454545454545,45.45454545454545,100.0,0.0,9.090909090909092,100.0,88.88888888888889,81.81818181818183,63.411896745230074,100.0,45.45454545454545,45.45454545454545,100.0,0.0,9.090909090909092,100.0,88.88888888888889,81.81818181818183,63.411896745230074
Economic and Social Fund for Development,esfd,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,22.22222222222222
Economic and Social Research Foundation (ESRF),esrf,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,33.333333333333336,100.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,33.333333333333336
Ecorys Nederland B.V.,ecorysnl,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Ecorys UK,ecuk,88.88888888888889,0.0,0.0,100.0,0.0,77.77777777777779,88.88888888888889,100.0,0.0,50.617283950617285,88.88888888888889,0.0,0.0,100.0,0.0,77.77777777777779,88.88888888888889,100.0,0.0,50.617283950617285
Educate!,educate,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,22.22222222222222
Education Development Trust,eddevtrust,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,16.666666666666668,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,16.666666666666668
Education Development Trust,edt_kenya,100.0,50.0,50.0,50.0,0.0,50.0,0.0,100.0,0.0,44.44444444444444,100.0,50.0,50.0,50.0,0.0,50.0,0.0,100.0,0.0,44.44444444444444
EDUCATION DEVELOPMENT TRUST - RWANDA,edt_rwanda,100.0,0.0,0.0,50.0,0.0,0.0,0.0,100.0,0.0,27.77777777777778,100.0,0.0,0.0,50.0,0.0,0.0,0.0,100.0,0.0,27.77777777777778
Edukans Foundation,edukans_foundation,0.0,0.0,0.0,25.0,0.0,0.0,100.0,0.0,75.0,22.22222222222222,0.0,0.0,0.0,75.0,0.0,0.0,100.0,0.0,75.0,27.77777777777778
ELEVATE Hong Kong Holdings Limited,elevatelimited,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Elrha,elrha,0.0,0.0,0.0,100.0,0.0,0.0,100.0,-,100.0,33.333333333333336,0.0,0.0,0.0,100.0,0.0,0.0,100.0,-,100.0,33.333333333333336
Elton John AIDS Foundation,ejaf,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,-,0.0,11.11111111111111
Emissa,emissa,0.0,71.42857142857143,71.42857142857143,100.0,0.0,0.0,0.0,0.0,0.0,26.984126984126984,0.0,71.42857142857143,71.42857142857143,100.0,0.0,0.0,0.0,0.0,0.0,26.984126984126984
Emmanuel International UK,eiuk,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
EMMS International,emms,56.52173913043478,34.78260869565217,34.78260869565217,78.26086956521739,0.0,21.73913043478261,100.0,78.26086956521739,17.391304347826086,46.85990338164251,56.52173913043478,34.78260869565217,34.78260869565217,78.26086956521739,0.0,21.73913043478261,100.0,78.26086956521739,17.391304347826086,46.85990338164251
Energy 4 Impact,e4i,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0
Energy Saving Trust,energy_saving_trust,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Enfance Tiers Monde Kinderen Derde Wereld,etmkdw,100.0,66.66666666666666,66.66666666666666,100.0,0.0,16.666666666666664,100.0,75.0,66.66666666666666,65.74074074074073,100.0,66.66666666666666,66.66666666666666,100.0,0.0,16.666666666666664,100.0,75.0,66.66666666666666,65.74074074074073
EngenderHealth,ehorg,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,22.22222222222222,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,22.22222222222222
EngenderHealth Ethiopia,engenderhealth_eth,50.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,27.77777777777778,50.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,27.77777777777778
Engineers Without Borders Canada,ewb_canada,100.0,25.0,0.0,25.0,0.0,0.0,0.0,66.66666666666666,0.0,24.074074074074073,100.0,25.0,0.0,25.0,0.0,0.0,0.0,66.66666666666666,0.0,24.074074074074073
Enhanced Integrated Framework,eif,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,16.666666666666668,0.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,16.666666666666668
Enroot,nroot,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,11.11111111111111
"Entiqal for Training ""Partners for Good""",pfg,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Entraide et Fraternité,ef_,100.0,64.28571428571429,57.14285714285714,100.0,0.0,71.42857142857143,100.0,77.77777777777779,64.28571428571429,70.5467372134039,100.0,64.28571428571429,64.28571428571429,100.0,0.0,71.42857142857143,100.0,77.77777777777779,64.28571428571429,71.34038800705468
Environmental Centre for Oil Spills and Gas Flaring (NACGOND),nacgond-,100.0,0.0,0.0,0.0,83.33333333333334,0.0,0.0,100.0,100.0,42.592592592592595,100.0,0.0,0.0,0.0,83.33333333333334,0.0,0.0,100.0,100.0,42.592592592592595
Equality Now,e_n,100.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,80.0,36.666666666666664,100.0,0.0,0.0,100.0,0.0,0.0,0.0,50.0,80.0,36.666666666666664
equileap,equileap,100.0,100.0,0.0,100.0,0.0,100.0,100.0,-,100.0,66.66666666666667,100.0,100.0,0.0,100.0,0.0,100.0,100.0,-,100.0,66.66666666666667
Ethical Trading Initiative,eti,100.0,0.0,0.0,75.0,0.0,0.0,100.0,50.0,75.0,44.44444444444444,100.0,0.0,0.0,75.0,0.0,0.0,100.0,50.0,75.0,44.44444444444444
Ethiopiaid Ireland,ethiopiaidireland,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,22.22222222222222,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,22.22222222222222
Ethiopiaid UK,ethiopiaiduk,5.0,5.0,0.0,100.0,0.0,0.0,65.0,0.0,0.0,19.444444444444443,5.0,5.0,0.0,100.0,0.0,0.0,65.0,0.0,0.0,19.444444444444443
Ethiopian Horticulture Producer Exporters Association (EHPEA),ehpea,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,66.66666666666667,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,66.66666666666667
Ethiopian Public Health Association,epha,-,-,-,-,-,-,-,-,-,0.0,-,-,-,-,-,-,-,-,-,0.0
Ethiopian Women Lawyers Association,ewla,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,33.333333333333336,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,33.333333333333336
Ethiopian Women with Disabilities National Assocation,ewdna2025,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,66.66666666666667,100.0,100.0,100.0,100.0,0.0,0.0,100.0,0.0,100.0,66.66666666666667
